Text,Label
"Furer Janša nima kej ... ko je bil minister si je imenoval sodnike zaradi katerih je kriminalec zdaj prost, zdaj je treba pa še tožilce iz SDS vrst najdit, da bo lahko vsakega, ki se z Janšo ne strinja, tožil!",5
"Janša je res pravi politik, v oči ti gleda in laže in še kaka za povrh.",5
"Bom kratak in jasan... "" ne seri "" !",0
"Dvomim, da mu razen ovc še kdo to verjame.....žalostno, da daje javno tako lažnivo izjavo...",3
"Ruska naj bodo za levičarje,da bodo še bolj neumni.",3
"Bedna izjava bednega premijeja, logično bi bilo, da bi težili k cepljenju z najboljšimi cepivi in za zdaj sta taki cepivi samo dve Fizer in Moderna.",0
Ti seljak bos meni reko kaj si bom v sebe spuscal ja.....zgini,3
Tudi šaman v džungli v Novi Gvineji meša varno cepivo za našo vlado.,0
V psihiatrični bolnišnici ga imajo že od nekdaj. Samo prisilnega jopiča nimajo z našitkom zdravstvenega ministra.,3
"Lahko izbiramo vsaj koordinatorja logistike za cepiva ? Takega nesposobneža ne bi izbral nihče, razen bratje v zločinu.",3
"Dve reklami po 30 sekund, vmes pa 3 sekunde video. Koga brigajo čebele v Ameriki?",0
"ČRNA GORA-VSEGA JE ENKRAT KONEC.MI V SLOVENIJI ŠE TAK SCENARIJ BREZ JANŠE ČAKAMO,A SO TRDOŽIVI.ŠE NI VIRUSA ZANJE.ZA KOMUNISTE NAMREČ!",0
udbaško mafijaška hobotnica ne prizna poraza,5
Črnogorcem je že dovolj četniške svobode...,0
"Milo največji diktator v Evropi. Že 30 let mafijaško vodi državo .To leto bo zadnje, ker bo obala prazna.",0
"Ta župan je prej pametoval, zdaj pa joka ko jo je skupil. Naj se spelje.",0
"Tak denar je res lep. Imaš ga kot blata, pa niti na pizzo v oštarijo ne smeš. Ali se v avto usesti. Kar naj ga imajo. Kolikor hočejo.",0
Bil je baraba podmukl hujskač.,5
"Dobro je lopov živel na račun revnega naroda, ki je moral po osnovna živila v Avstrijo in Italijo..",0
Lopovi so se zdaj namnozili!,0
"Potopiti to sramoto plovilo diktatorja.. Ljudje v vrsti stali za kruh, medtem, ko nam je stari kradel denar za svoj luksuz..",0
črnogorskemu mostu se ne bo ljubilo porušiti,0
A bodo že pospravl tega bolnika al bi radi še naprej gledali ta reality show?,3
Trump je prav legenda.,0
NATO je območje proste trgovine za ameriško orožje.,0
Slovenija bi morala uvesti gospodarske sankcije proti ZDA!,0
Ta človek ima več obrazov mislim da mu igrajo malo v glavi,0
Ne plačevat za NATO in naj nas ven vržejo! še na refernudmu bomo prišparal!,0
le kaj je Brad videl v tej zmešani kuri od angeline ...,3
Ona je speljala moza eni drugi zenski. Zame ja navadna lovaca. On pa butelj.,3
Klovn pocasi te bodo vsi spoznali ne samo v Sloveniji!!! In potem bo prisel cas ko bos sel na hladno....,3
"Plastična telesa, plastični možgani, plastični odnosi. Puf in vsa iluzija v hipu izgine. Mislim, da se glede otrok dogovarjata prek varnostne službe?!!! Dva kakor odrasla človeka? Sramota. In milijoni ljudi po svetu jim sledi, jih občuduje, jih lajka? Saj pravim, plastika.",3
"Ne vem na čem si, ampak očitno imaš hudo robo. :) Ti pa si res pravi primitivec, ti. ha..ha..ha.. No, vsaj nasmejal si me.",3
"A ima ona mogoče poškodbo glave, oz. možganov!",3
"no fafa jonka, škoda da je ni bilo tam (res je, da ne spada med manekenke, ampak med leve kurbe) bi se je vsaj za pol leta rešili in še vedno ji ne bi bilo jasno kdo so ti gnili musli satanovi iztrebki !!!",2
Potrčko si je na slikici na tiča namontiral brisačo?? ahahaha BUDALA na kvadrat....,3
"Pri kravah je rek,večje so vime več je mkleka.Pri ženskah je pa malo drugače,večji so joški -manjša je pamet!",3
"Pri kravah je rek,večje so vime več je mkleka.Pri ženskah je pa malo drugače,večji so joški -manjša je pamet!",2
"Sedaj se vidi kakšne bedake premore celotni svet, ko forsirajo neko avtistko, ki po izobrazbi ni nič in tudi nikoli ne bo. Razen, če ji bodo podarili ali kupili izobrazbo, tako kot se dela pri nas.",3
lep prašič. res lep prasec. KOŠAKI MARIBOr -V ponedeljek PONJ in ga spremenit v klobase za prave prašičke....,4
"Pedrom in ostalim LGBT so začele popuščati zavore. Imajo občutek, da prevzemajo Svet in zdaj si lahko dovolijo vse, kar je v njihovi domišljiji. To je šele začetek. V neki normalni državi bi takoj letel iz parlamenta. Slika, takšna kot je, je čisti EPP za gaysexparty. Kdor je po pomoti volil Levico, naj se globoko zamisli. To so Mesečevi kadri.",2
"V stranki levica so sami čudaki, drugega ni za pričakovat. Pedri ali drogeraši, nasploh pa idioti.",2
"V stranki levica so sami čudaki, drugega ni za pričakovat. Pedri ali drogeraši, nasploh pa idioti.",3
Če bi nosila možgane v joških bi bila genij.,3
"Nova izgublja okus. Ta ogaba res ni vredna pozornosti. Pa saj je čas kislih kumaric že minil. Je res treba pisati o brezveznih rumenih temah, medtem ko se svet snema s tečajev?",4
Tole se ti zgodi če ne fukaš s mohamedanci.,2
Turki so itak na ravni goril in nisopravi ljudje,1
"Nebi se smela iti nastavljati mohamedanskim pokvarjencem - zlobnežem, pa bi ji bilo marsikako trpljenje Prihranjeno !!! ! !!! Amennn. Žal tem zverem Ni Nikoli za zaupati.",1
"pa saj ta majmun nostop drka po zbojeni faci, oz nosu, dejansko mi deluje kot debela zblojena opica!",4
"starejša kot je, bolj je retardirana. sicer je pa opravilno nesposobna, za njenimi posli stojijo starši in globalistični zločinci a la Soroš. Žalostno da se takšne debile promovira, tudi nova 24 bi jo morala ignorirati",3
"17 let, pa čisto zaostala, gledano v vseh primerih. pa naj kdo reče da ni res",3
Kdaj bodo to neumno najstnico spakirali v umobolnico.Nora kot komunisti.,3
"prosim če se poveličevnja teh instagram facebook selfie bejb vzdržite.....egocentrično narcisoidne osebe višjega nivoja zavedanja stvari na planetu zemlja, ki morajo javnost redno obveščati glede svojega fizičnega videza, nimajo nobene dodane vrednosti za katerokoli družbo",3
"Fajonova se je tokrat grdo zlagala. Ona se s kolesom sploh ne zna peljati! Kakorkoli že, se je pa spet znajdla v središču medijskega dogajanja...Hudooo lepa naslovna fotografija zelo grde ženske hehe",4
"Brez belcev, bi črni še vedno bili 1000 let nazaj. Sedaj so dobili moč, vendar ne brez podpore iz ozadja. Če odsekaš roko, ki te hrani, boš tudi sam lačen.",1
"ZAMORCI BI SAMI VEČINOMA POCRKALI OD LAKOTE , ČE BI MORALI ŽIVETI SAMO OD SVOJEGA DELA .",1
"Če si žival ne moreš biti človek, v JAR so vsi čisto vredu živeli dokler je veljal stari red , ko je prišel novi črnuhi stradajo, belce pa pobijajo, pa ni nobenih akcij bela rasa šteje, nasprotno ves čas izvajajo program bela glava ne šteje.",1
"Izjavila je samo, da imajo rase različen IQ? In kaj je tu spornega?",1
"v Sloveniji je preveč črnuhov, muslimanov... potrebo jih bo nagnat!",1
zahodnjaki so res budale ! nič čudnega da se islam razrašča kot ščurki,1
naši predniki so dobro vedeli kako ravnati s črnuharskimi opicami !!!,1
"Ke si fujonova zamorci delajo ajde v vrsto ,da te prešpikajo",1
"Letos se bom našemil v belega evropejca, najbolj osovraženega in krivega za vse pomore, zasužnjevanja zamorcev vseh barv in druge zločine, kot so raznorazni holokavsti ipd...To bom dopoldne, zvečer bom pa politkomisar čete partizanov, da bom užalil dve tretjini Slovencev! Kdor me bo videl POZOR(!) šolskih nabojev ne uporabljam!!",1
"Še huje bo, dokler ljudje ne bodo začeli brutalno kaznovati tistih, ki so te živali navlekli v svoje države. Mi vemo, kdo je odgovoren za Slovenijo.",1
Ne bi prasici dal več kot 20 eurov.Tole je navadna kurva ktera se bo ukvarjala z prostitucijo.Stoprocentno je tole muslimanka.Te se namreč vse povsod prodajajo za denar.,2
"Operacijo si lahko plača, pameti pa ne pridobi z nobenim posegom v telo. Prismoda.",3
"Pfuj.Pa to ni res kake nagraužne nesnage obstajajo na svetu. Ne razumem kako te divje svinje na zgornji fotografiji ni sram,da se gre taka kot je fotografirat. -------------------------------------------------------------------------------------------- Vsakemu levaku,komunajzerju,čefutarju ter seveda musliču se poščijem v usta in na glavo. DR.Cosmosjasnovidec ----------------------------------------------------------------------------------------",4
"te ženske so tak grozne, grde so se majo za nevem kaj res niso smipatične",4
ŽVEPLENI PRITLIKAVEC PONOVNO V AKCIJI .POD NEGOVIM REPOM NAJDETE KOSA ...,4
"jebite se musliji pa vaš islam, ven iz eu ! islamski center v Lublani boste pa še globoko obžalovali kakor obžalujejo zahodnjaki ko si nič ne morejo, saj so sami sebe ustrelili v koleno",5
"@matejzalar Še ene županske volitve damo čez, pa ne bo več makedama, da bi fural gravel bike :)",0
"@xmp125a @lukavalas @petra_cj Upam, da se bo. Ker to ni normalno. Že par mrtvih, elektrarna pa Delali smo po pravilih. Fak.",0
Haloška gibanica v gostišču Majolka v Jurovcih Videm pri Ptuju. #Haloze #ifeelsLOVEnia https://t.co/f4OAHfLOlZ,0
"(KRONIKA) Ovirala naj bi se med prehitevanjem po štajerki, mlajši na odstavnem pasu uporabil tudi kovinsko palico https://t.co/Bv3xqMXNEu",0
"@carcassonne51 Stopil si jim na žulj. Tovariši , Škoberne itd. nam namreč pravijo, da je prihodnost svetla.",0
"@krisch_m @BRajgelj @RTV_Slovenija Pa ja ne namiguješ, da madžarska Nova24TV nima vrhunske vsebine?",0
@antigravitypill @petrasovdat @finance_si Naj povabijo Putina na obisk...#NovAsfalt,0
"@_seeke Sam vprasanje, ce bo res sel. Pomoje si Katarci zelijo gledljiv nogomet, kar pa Muriju v zadnjih letih ravno ne uspeva.",0
"Za vikend nisem imela časa nič speči, tako da sem danes ene ekstra čokoladne muffine z malinami naredila.😍 Pol pekača sem že zmazala.😅",0
Juventus še naprej melje #fuzbal #nogomet #ligaprvakov - http://t.co/DRBlqWri9J,0
"Mediji poročajo, da aretirani ""narko kralj"" Prnjat zahteva, da mu sodijo v Sloveniji. Že ve zakaj. https://t.co/EHpM1uFw8D",0
"@umijosek @YanchMb Seveda. Sploh publiki, ki jo targetira Pozar. Lipovscek bi jih super opisal. Tako kot opise volilce Trumpa.",0
@SrdanKuret @LjuboMakovec @BojanPozar @sarecmarjan @vladaRS @strankaDeSUS ne delaš dovolj sramote tej državi,0
"@hajdyXP @SiolNEWS saj ne bodo vec dolgo novinarji tam ..   jih bo nadomestil s temi s tviterja, ki imajo veliko stevilk zadaj …",0
@asocialec Igranje z metulji lahko nevarno vpliva na stanje sveta. Raje medvede šlataj. 😉,0
"@dusankocevar1 @zaslovenijo2 Proti si, ker si proti. Zakaj že. Ne delaj se nekega demokrata, v resnici pa si ultra anarhist. Slabše je, bolje je za nas. Samo da pridemo na oblast, pa makar preko vseh hrbtov.",0
"@maticej @EffeV @Delo Sej jih velik vidis, k pred tabo zapelejo pa grejo sami ven. Jz na take najbolj ciljam",0
Invaziji muslimanov na čast bodo nemška mesta v predbožičnem času še posebej provokativna:,0
Pričenja se Klubski Maraton Radia Študent - dva dni/vsi bendi ...   'Z bendom Lynch ter vrtojbskimi Nesesari... https://t.co/nnW0w59Z2s,0
"Pri hoji v gore velja, da prvi svoj korak prilagodi zadnjemu, namanj sposobnemu v koloni. Marinci pravijo : "" No... https://t.co/XxdUYWE2zX",0
24ur: Polmaraton v Palmanovi usoden za novogoriškega tekača https://t.co/gT4LQrxx5C #slonews,0
Toliko so zaslužili z oddajanjem nepremičnin v turistični najem #Furs #airbnb #oddajanje #nepremičnina https://t.co/pG7WGJC0MY,0
"Toliko mam vsem za povedat zjutraj, toliko tipkam, da se telefon, v eni uri polnjenja, sploh ni premaknil z 21% baterije.",0
"@RomanVodeb 1.Dolžniški odnos nikoli ni prostovojen. 2.Totalitarizem je v bistvu vključujoče podrejanje.  3.Klepec opazi nek naravni red, ampak ga noče imenovat tako, pa ga imenuje brklarija in Zupačičeva iz tega naredi cel ekspoze.",0
"@specificen @Mladiforum @sarecmarjan @JJansaSDS @strankalevica Vidim, da nima smisla odpisovat...🤦‍♂️",0
@Blaz_88 @AnzeSinkovec @JureMenart @PrometejDD To je biko ze po padcu JJ. To je imel Čufer čez. Jaz ti lahko povem stvari iz časa pred tem. Je pa tudi Čufer bil soočen s težkimi izzivi. Za nazaj je enostavno biti pameten.,0
"@had Zar omakco sam naredim, karameliziram cebulo, solata, paradiznik, pa obvezno cheder sir.. Weber zar, medium peceno😝",0
"Mojih domačih sploh ne morem kontaktirat, ker so že dva dni brez elektrike. Pa vsem je zgleda baterije zmankal na telefonih. Ful super.",0
"Protikorupcijska komisija bo preverila poslovanje Novih obzorij, ki so v delni lasti SDS.  https://t.co/cwFIKmXk6V",0
"@jkmcnk Za tiste kozarce si bil ti kriv, ker si jih narobe na pult postavil. :D",0
@Pertinacal @NeuroVirtu @TV3_SI @EvaIrglL Lahko bi bila tudi učiteljica komunikacijskega bontona v parlamentu.,0
@lesnuitsdelena Hehe glih poslušal ta komad v avtu in mi je ostal v glavi. Catchy tune indeed. Škoda da nisi šla takrat u Liege zraven. :),0
"@Skravzlana @KatarinaDbr @Urskitka @Nogavicka_Pika Ne. V maso se z valjarjem vnese maslo, ki ne sme biti pretoplo.",0
"@StendlerBostjan Ti mislis da je elektrika zastonj,grel pa bi se na elektriko0",0
@DejanPogacnik Baška grapa je bila vsaj toliko domobranska kot partizanska ali pa še bolj https://t.co/Bd3uIqPSQi,0
Migrantom na voljo tudi psihiatrična podpora 🤔  https://t.co/br1B0ugy7t https://t.co/br1B0ugy7t,0
Dnevi hitrosti v Goodwoodu prestavljeni! https://t.co/en1hmGiGIZ https://t.co/9BrZcjp0VC,0
"Tolk mi je cuker padel, da sem šel 2 tabletki natrena pojest. V sili še hudič muhe žre.",0
"V najhujšem dežju, kljub kašlju sem šla nabirat gobe. In pozabila na kašelj, ko sem zagledala jurčke :D #pasaloje",0
mogoče pa bi tud ukinil davke in takse pa bi prispevki v proračun plačevali po zmožnostih ali volontersko ??? https://t.co/vR97Mfb4cD,0
Sporna pokojnina: zakaj jo prejemajo sodelavci nacistov? https://t.co/IJBnhtnpl3,0
"@stanka_d SDS bo vsem javnim islužbencem dvignil plače za 40%, tistim v y razredu pa za 55%. #janezov sds populizem",0
"@oggctopus Malo čaja z limono popij, pa se bo samo po sebi uredilo.  #Cvitamin",0
"@JJansaSDS Ja Ahilovo peto obdavcit in hkrati zagotovit megalomanske appetite ,brez da bi ahil crknil",0
Lahko bi informativnodnevno mladež po Ljubljani fural s helikopterjem... #gnetscha,0
@AntonPeinkiher @drVinkoGorenak @vinkovasle1 In to je bil samo transport orožja in streliva z ENE (1!) same ladje z imenom Scotia!,0
"@zblojena O, trpljenje. Jest sem že tri sobe spucal, ene 6 strojev perila je za oprat, zdele bo pa folk začel prihajat....",0
ISC 2017: trojno protiagregacijsko zdravljenje po možganskožilnem dogodku ne prinaša skupne klinične koristi - https://t.co/vwP8buJGJ0,0
Sneg pobelil smučišča in ceste v višjih predelih Gorenjske https://t.co/Px1Mo8QHa5 https://t.co/ftvhzNhLSq,0
@marjanritonja @mcanzutti @tfajon Če jim naša država izda vizo lahko potujejo po vsem Šengnu. Btw. Albanci in Bosanci vize za potovanje do 90 dni ne potrebujejo.,0
V manjših krajih po Sloveniji cene nepremičnin še vedno rastejo zaradi slabe ponudbe. #zmvn-1 #gurs #posvet,0
"Jutri in v četrtek bodo policisti šesto leto zapored na 629 lokacijah po Sloveniji izvajali maraton nadzora hitrosti. V Pomurju bo poostren nadzor izveden v četrtek. Preverite, na katerih lokacijah ⬇️ #vestnik https://t.co/irxAKfeKWx",0
To so tej vrhunski skladatelji. Cele zgodbe v nekaj metrih drvi ... razžaganih s simfonično motorko. ❤️ https://t.co/MBO4VOplQl,0
"@leaathenatabako @YouTube Odprt svet nastane z odprtim umom. Nacionalist, koga boš pa zdaj šimfal, ko več ne veš čigav si.",0
"Sem zjutraj pogledal termometer ...  In zdi se mi, da je še živo srebro od mraza umrlo. :P",0
"@TaTrenutek Za Poljsko velja, triumf nad nacizmom je z dežja pod kap! Nacizem = komunizem!",0
"@surfon Trenutno gre proti stečaju. Drugače izdelujejo polizdelke - za nekatere je to dodana vrednost, drugim ne.",0
"Dajte prosim objet in polupckat svoje kuzke. Jocem po tem, ko sem videla posnetek zenske, ki zbrca kuzka v dvigalu.",0
"@Centrifuzija Ustavila si se ravno pravi čas. Nas je bralec nadrl, češ da smo razkrili konec. Kako se konča plovba Titanika, smo potem raje zamolčali.",0
"@drfilomena @_Almita__ Ko sem se '97ga porocila, so me vsi spraseval, zakaj sem dodala priimek, ki se zacne na dj in konca na ić, njega pa, zakaj je zeni pustil, da sem ohranila tudi svoj dekliski priimek. Tut takrat to ni blo ok. V nobenem pogledu.",0
"Pri sosedih ploskanje in vpitje; lahko da so čakali, da sonce zaprmej zaide in končno lahko odprejo hladilnik, ampak pomoje je fuzbal.",0
@DanielKalan bo kr počakala-najprej ohladit vročo glavo in prekuhan mozak na sever. #Haarlem,0
"👀 Delimo najavo javnega programa @RigaBiennial!  Riga International Biennial of Contemporary Art so partnerji MGLC v EU projektu Perennial Biennial. Letošnji bienale se imenuje and suddenly it all blossoms, kurira pa ga Rebecca Lamarche-Vadel.https://t.co/1wVVK6Vntv",0
"@MazzoVanKlein .....smo vidl včeraj na POP-u...je pa res, da so bili takšni tudi v Cerarjevi vladi, tako da - nič nenavadnega 🙃🙃🙃",0
"@KatarinaJenko ah internet, prostor kjer so fantje fantje, punce so fantje, voljne najstnice so pa policisti pod krinko ali pranksterji :)",0
Herbalife srečanja so novi AG partyi 😌😌😌😂 hardcore tehnak+vsi ploskajo in skačejo.,0
"@ModernaKmetica @Hrastnikov Juhu, ni pica 😀 Čeprav ste mi že povedali, da so @hrastnikov dobre 🙈🙈🙈",0
"@AppMarela Jutri bo večinoma oblačno s pogostimi padavinami, deloma nevihtami.",0
"@Luka__F Pozdravljeni, zahvaljujemo se vam za opozorilo, zadevo bomo preverili.",0
"Ko je bila mama povsem izmučena, je Tibor sam kuhal svoje najljubše jedi #masterchef https://t.co/7q1GNbkEQv https://t.co/f2jeTnsKj8",0
"@IphigenieNoemi Blazino na rob kavča in potem nogo gor, da bo noga še višje in bo gleženj manj otekal.",0
"Ponavadi rečemo »vihar v kozarcu vode«. Če je »vihar v žlici«, pa je najbrž ni tako hudo, ker lažje priplavaš ali pripluješ na breg. 😇 https://t.co/nd16OdMS3Y",0
@surfon Gini je zavajajoč. Tko kot veliko neoklasičnih ekonomskih modelov...,0
@dusanolaj @petrasovdat @vladarsi Takim kot si ti pa bi verjetno samo Lorena Bobbitt znala odčitat lekcijo.,0
