tweet_id,tweet
572340641092526080,#mkr WOW girls have really stepped up their game with some microwaved couscous. Massive cooking skills.
572332376795185152,Who was responsible for convincing these girls they were so pretty? #MKR
572317842722299904,#mkr OH MY GAWD WE ARE LIKE SO HOT I CAN'T EVEN... http://t.co/yisKQvhmkH
572339019238940672,@mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR
572340225017430016,I can barely watch the #MKR episode of Katie and Nikki or whatever. Like my skin is crawling. They have thattt many tickets on themselves 😷
572339081780326400,"Ugh these #KillerBlondes are killer boring, and what's with spreading their dna all over the table? Unhygienic -and- gross! #MKR2015 #MKR"
572339928408965120,@_saral93 not to mention these same girls on #MKR have super inflated egos considering they didn't cook that well and aren't very nice
572339924571013120,"Yes, we get it. You're pretty. Tone down the self promo and just cook! @mykitchenrules #MKR"
572338619282694144,"If I hear ""hot"" ""pretty"" ""sassy"" ""like us"" one more time.. I will deconstruct.. #MKR #killerblondes"
572338459932663810,"#MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules"
572339639240929281,nothing worse than a raw cock....oh wait....#MKR
572339607829794816,Guess one of em isn't too bad ;) #mkr
572338419851911168,"""Our main course is going to be vacuous and narcissistic, just like us!"" #MKR"
572317068969697280,Makeup time for Katie &amp; Nikki #mkr http://t.co/HTCRBAEjuS
572339405827923970,Those girls who cooked on #MKR tonight should've named their restaurant Trashy.
572339334956761088,That was annoying “@raachel_19: If she calls her own self pretty one more time.. I'm gonna vom. #MKR”
572339304782962688,The girls are going through this is fucked or are they sucking Colin's cock! #MKR
572339216178270208,"These 2 delusional, narcissistic hostesses on #MKR make me want to vomit my own dinner up."
572319608947912704,"the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" 💋 #MKR"
572339184288980992,The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR
572330821433966592,These girls are pretty...awful. #gohome #MKR
572331938779799552,@mykitchenrules if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr
572338808705847296,They starting to act and look like a couple of B grade hookers to me #MKR
572338780671107072,Maybe the girls should have less tickets on themselves and worry about the cooking. #MKR
572338645950062593,"“@walslab: Out of the two blondes, which one is Beavis and which is Butthead #MKR” Does it matter?"
572338617772740608,"those blond girls make me crazy, they are so annoying #mkr"
572338299106291713,Catching up with #MKR. If society judges these two as pretty then I really have no friggin hope.
572338147700293632,"If you talk the talk, you gotta walk the walk!! Do the girls know the recipe for humble pie??? #MKR"
572337900366385152,@mykitchenrules I think the pink has gone to the girls head #imbeautiful #MKR
572337688734384128,Think these two girls have wayyy to many tickets kn themselves #MKR  #PromoGirls #promogirls i think not
572337676713512960,If only this Sasquatch had wings to help these girls fly out of the whole they've dug for themselves #mkr @mykitchenrules
572337676482838528,"""Classy and elegant"" is one way of putting it... #mkr"
319399851215433729,Oh yeah Colin! Smash those girls! :D #MKR
572315829531881473,Kel the butcher has never heard of these silly sausages on #mkr http://t.co/CHGKB1rirW
572337535403180032,"@mykitchenrules Did Stevie Wonder choose these ""models""? #MKR"
572337509159452672,#MKR2015 #MKR why do they keep saying that they are so pretty
572337337318817792,Is #mkr sexist then? Four of the six teams in the fourth instant restaurants are an all-female team.
572337330083643392,"Nikki &amp; Katie is what happens when parents continually tell their kids, ""You're a winner in my eyes."" &amp; avoid constructive feedback #mkr"
572337067436351489,#MKR anyone can cook from a can girls.
572337021588414464,"""We want everyone to know we are not just pretty faces"" noone said they were pretty though 😒 #MKR"
572334784329875456,SHUTUP ABOUT THE SASS &amp; READ SOME COOKERY BOOKS YOU TWIT. #MKR
572336970979885056,why is their whole menu dick related?!?!?! #MKR
572334859902844929,STOP SAYING SASS OR I WILL PUT MY FOOT UP YOUR ASS #MKR
572336919733903360,This is supposed to be a fucking cooking show not a bunch of faggots walking stupidly down a runway #cringeworthy #mkr
572336427867885568,#MKR you'd think in her downtime Annie would have paid Napoléon Perdis a visit and learnt not to use the same coloured blush as your hair...
572336851291389952,Kim Kardashian's husband will grow his dick back by the time this series finishes. #MKR
572336799340630016,What a riveting little lesson in walking the catwalk. Thanks ladies #MKR
572336047775870976,The format to #mkr is stupid. It'll be about 10 weeks until we see the Cowboy and his fit daughter cook again.
572336719988588545,"The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed"
572336657384407040,yeah colin would be looking for more fat in his sausage.... #MKR
572335493586685953,Gay fiancé is not going to cope being away from the fresh meat #MKR
461076562830319616,Deb better be there tonight or #MKR can fuck me hard with a rusty chainsaw and call it mary....
572336451221757953,“@CarlyandTresne: Really!!! Really!!! Another round!! #MKR those butcher promo girls better be nice to Sheri and Emilie.” Yes OR else
572336406053322753,"Sauce, capsicum and stock from a packet / jar..The quality of cooking I expected. Double standards from the 'promo girls' #Mkr #MKR #MKR2015"
572336380614856706,@SfordUponAvon equal opportunity #sexsells #MKR
572336280186429440,Will those killer blondes kill the whole dinner #MKR
572336260963938304,Aww I was looking forward to Ash and Camilla butting heads with the promo girls. The drama would've been great #mkr
572336241871478786,Absolutely #blondemoment #MKR
618367060117098498,Sorry but #JessieJ on #thevoiceau is being a real cunt. You're not all that.
572348358968262658,So bummed the dull chicks on #MKR are using such a great name for their restaurant. #Sassy #Iamlatetothepartytonight #IQ
572346123349729280,RT @FakeToniaTodman: My deconstructed tart joke from the last season of #MKR http://t.co/10LPgtdopB
572345164657647616,RT @lilbeastunleash: its melting because you didnt put it in the freezer before you served it you dumb skank! #MKR
572342051913670656,RT @MermaidErotica: Katie and Nikki... Who's been feeding your egos?? You're really not great looking #MKR #MKR2015
572341870560337920,RT @JL_Whitaker: Who is writing the bimbolines? #mkr
572341234267648000,RT @SimpsonMatt: Kim Kardashian has had marriages that didn't stretch as long as #MKR
572340845652807680,"RT @Dazzling19: Just me, or hot blondes on #mkr not at all hot?? Just average!"
572340788891238402,RT @stweet_heart: Did she really just tell them that in order to walk you just 'put one foot in front of the other'?  #mkr http://t.co/x84K…
572340437802860544,RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR
572340260941664256,RT @Jdubzlad: @mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR
572336054608388097,The only thing that's churning is my stomach. At the thought of you two girls. Vom. #MKR #MKR2015
572336051907260416,"Those bitchin, big-noting #MKR babes need to fall into an oven, cook better or shut the fuck up."
572336040091906048,@Weeezza Gosh I dislike those two girls. They just aren't hot either. #MKR
572335805051613186,Katie's a fatty!! Model!!!! Hahahaha #MKR #killerblondes
572335442869133312,"Out of the two blondes, which one is Beavis and which is Butthead #MKR"
572335274866294784,I've kind of missed Annie's batshit crazy weirdness #mkr
572335228624060416,Y'all made one point more... Calm your tits #MKR
572335222194229248,"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr."
572335112303472641,#MKR The blonde in red has breeders hips in that dress. Model my arse!
572334967256031232,These girls are acting like they put up three good dishes! Reality check use didn't! Get off that high horse!! #mkr
572334880010334208,"These bitches on #MKR bragging about being models, with faces like that, what the fuck are they actually modeling, SOCKS?"
572334834556649472,I want to see the butchered girls go up against the Texan (who has male sass) and his daughter (who is actually good looking) #MKR
572334824226099200,this is total  BS - I don't know if  I can stand anymore of the Butchers of Bimbo. weaning off #MKR
572334813102903297,Katie and Nikki may not be going home but 57/100 still isn't that impressive. I wouldn't be happy about that score you smart ass bitch. #mkr
572334736401567744,So how many producers did they blow to stay in the competition? #MKR
572334657972277249,He saved them cause he wants to bang them #mkr
572334551009128448,#MKR never met a promo girl that we wars a full length dress.
572334549184602112,It's obvious the blonde bimbos make better TV according to Channel 7. Shit cooks #mkr
572334498064433152,They're staying...just so that the producers can have a showdown between them and the posh bitches #mkr #bringit
572334487884865536,"#MKR do the blondes keep pronouncing ""porno models"" incorrectly ? Actually that's harsh, sorry to all the ladies in the porn biz !"
572334362538065921,"""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks."" #MKR"
572334297555722243,"Do you get it, you Blondes ........... #MKR"
572334289842409472,"""Your sausage was a little bit short"" bet Colin's been told that before #MKR"
572334123861200898,These girls should know skinny sausages are no fun at all. #mkr
572334038163185664,well ya standards are pretty low bitch #MKR
572334019557236736,"#MKR Stop rolling the sausages like that.... giving me a ""soft-on""!"
572333942440767488,"Colin will save them. They're pretty blondes, as they keep telling us. #mkr"
572333926393389056,Unfortunately your sausage was a little bit short... #mkr
572333912623480832,#MKR is that girl in the pink seriously a model with those armpits yikes what does she model ??
572333734348791808,"RT @fleurybanery: @amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy"
572333585698566144,#Mkr I'd score the bimbos a 2 for their instant restaurant just because their personalities suck
572333585471946752,Sassy? Gurls you ain't sassy. More like bitchy. #MKR
572333578056421377,The models that Supre rejected #mkr
572333571702042625,My kitchen rules or my vagina rules? #MKR http://t.co/CXXgcf1MHl
572333550906707969,"Katie and Nikki, nice from afar but far from nice #MKR"
572333542933307392,There's no real technique to the dishes being served up by these blonde bimbos on #MKR. Chuck together + hope for the best.
572333542077698048,"RT @Former_legend: That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.  #MKR"
572333537120137216,I've finally figured out what she models.  camel toes. #MKR http://t.co/zY9bC5KjDZ
572333397579714560,"@amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy"
572333349378736128,"RT @furrybugga: #MKR ah girls, you are dumb if you really believe you have pretty faces."
572333159733329920,Whatever product these promo girls are promoting I don't want it. #killerblondes #MKR
572332902421164032,"Promo ""models"" are the dangle berry of the modeling world. Shit. #MKR"
572332789716148224,"""We proved that we're not just pretty faces"". Oh Nikki you proved that when you first appeared on TV. #mkr"
572332781398695937,Me the rest of the night if these blonde bitches get through #MKR http://t.co/BTlnsOyfjN
572332660497858560,correction #MKR katie and nikki are really the dumb blonde ones
572332535985774595,"""We're not just the dumb blondes with the pretty faces"" you're certainly not the second part anyway #mkr"
572332487608676352,"""We've proven we're not just dumb blondes and pretty faces."" True, not ""just""... #MKR"
572332350291329025,#mkr Dumb blondes with pretty faces ? Well you got that half right girls :)
572332267328049153,Question is.... are they pretty?  #mkr
572332235619086336,You've just proved that you are two blondes with fucked up faces!! #MKR
572332221006135296,Dumb blondes with pretty faces..? #MKR
572332172947804162,#killerblondes more like #dumblondes #MKR
572332024930832385,"Love a subtle menu. Sausage, spatchCOCK, tart. Perfect. #MKR #whereisyourdignity"
572332015267131392,RT @_little_old_me: Who are the pretty girls these 2 blonde scrubbers keep talking about? #MKR
572331922874974208,If it's rigged like every other year the Nasty girls will get through for ratings #MKR
572331917959274496,#MKR #killerblondes the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.
572331886988537857,"I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR"
572331778309955584,#mkr nikki has hot teeth
572331744365445120,RT @vivaashleighxo: #killerblondes as the tag for #mkr?? Seriously. #killertwats you mean
572331693685653505,Are you kidding me? These girls on #MKR didn't cook their own tomatoes or peppers?!?
572331667806818304,Just want to slap the stupid out of these bimbos!!! #mkr
572331589037920256,7% of all hearing loss is a result of sitting in a restaurant next to a table full of women who just received dessert. #KillerBlondes #MKR
572331576161251328,Colin was pretty nice to the girls. Do you think he's giving them the dick? #MKR
572331566107508736,"RT @lukeyook: If they think that dessert is refined and beautiful, now wonder they think they are pretty. #MKR"
572331551419052032,FFS a can opener is too technical for the skanky hoes #mkr
572331496209448960,These girls are fucktards!! #MKR
572331483760734208,In what world are these two mingers models?  #mkr
572331454992003072,"RT @finicalgal: Nicki explains the complexities of catwalk modelling: ""You have to place one foot in front of the other"". #MKR"
572331453918277632,RT @MrTimothyKaye: OMFG. Tarts not tart!? GTFO #mkr
572331397420957697,"RT @trinnybopper: ""We want to stay in this competition because we haven't finished telling everyone how pretty we are"" #mkr"
572331393264455680,#killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR
572331389611163648,"#mkr #KillerBlondes @mykitchenrules I don't know what's bigger, her forehead or her ass..?"
572331377405767680,I apologise on behalf of my generation for Nikki and Katie. We aren't all so vapid. #MKR #NikkiandKatie
572331361589043200,"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR"
572331274871808001,These bitches are full fucking disgusting in every conceivable way. #mkr
572331178683867136,Katie and Nikki go down. Maybe not well. But down none the less. #mkr
572331177714950144,"""It's a deconstructed tart like us."" #MKR"
572331072840605697,Tarts for tarts ;) #mkr #mykitchenrules
572331059540410369,#mkr The only thing these promo girls are going be able to sell after this episode will be black hair dye #painfulmorons not #killerblondes
572330940434759680,I don't think any of those 3 dishes had sas they were ugly !! Just like the girls !!!  #MKR
572330938639654912,So I take it Katie is a plus size model right? #MKR
572330895077715969,RT @myallsw: Nice arm pit vagina #MKR http://t.co/VkBHQCwlJW
572330735471742976,#mkr these 2 bimbos give me an innie.....
572330735387865089,"RT @JakeChatty: The definitions of ""models"" and ""butchers"" are really loose nowadays #MKR"
572330670963347456,These chicks promo in porn. 'Fat girls need fucking too'. #MKR
572330641238310912,RT @missgypsyck: Sassy.. More like trashy #MKR2015 #MKR
572330630282780674,"I almost hope someone at the table mocks the #KillerBlondes because their deconstructed lemon tart looks like crap ""just like us"" #MKR"
572330575475810304,@breeannamclovin cock for main and extra tart for pudding... Think they're trying subliminal messaging? #mkr #subtleasasledgehammer
572330550335180800,These bitches couldn't even model socks in the Best &amp; Less catalogue #mkr
572330546602242048,#mkr Perhaps if the girls had spent less time looking in &amp; kissing mirrors and more time in preparation &amp; cooking they'd be better off.
572330444017942528,Why does it look like her pants are falling down or are they tights as pants? #mkr
572330358877790210,"""its gonna be elegant and beautiful just like us"" lol nah #MKR #katieandnikki"
572330121731829760,#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face
572330046297264128,Sassy.. More like trashy #MKR2015 #MKR
572329874351759361,Promo girls?! What do they promo??? Gloves and gumboots? #3outof10 #MKR #MKR2015
572329859713671168,Refined &amp; pretty? Looks like something a blind kindergarten student chucked on a plate. #MKR
572329790331494400,Hate these blonde bitches already #MKR
572329700736950272,Deconstructed tart by lazy tarts  #MKR
572329652372430849,"This desert is a hot mess...like its makers, minus the hot #mkr"
572329575486603264,"since when does the hill at the footy count as a catwalk? isnt that what a promo girl is, pimping out jim beam at the footy? #mkr"
572329572970070016,#MKR how much can this blonde airhead twirl her hair? #idiots #shutup
572329566888325120,"These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain #MKR"
572329504942657536,RT @HeatherMcIntyre: Posing in front of the mirror every day does not make you a model! #mkr #MKR2015
572329430023974913,@Shaunnagh just saw your tweet on #mkr!! These bimbos should go!
572329345588412417,Hope the blonde cows don't make it through! #MKR
572329344577642496,Yeah I can't see her sporting Victoria's Secret wings anytime soon.    #mkr
572329288235524096,Are these girls for real? You're promo models and struggling 6's at best #oppositeofkillinit #pipedown #mkr
572329276776710147,These two blondes are not skinny enough to be models.  #MKR
572329260918046720,Lol bitch please... #mkr
572329171134779392,And now for the dish that best represents the girls...... A big deconstructed TART  #MKR
572329124523479041,I didn't know they were models #MKR
572329123604897792,Its not the only thing she's done a lot of I'm guessing  #mkr
572329120689864704,"RT @exposerealitytv: The ""promo girls"" should be on cigarette packets smiling then everyone would quit #mkr"
572329028129968128,#mkr pretty sure that's how all the chicks walk at Mt Druitt Westpoint
572328982256857089,Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR
572328892419080193,RT @Craigles60Craig: So do you think pink undie skank meth teeth has ever cooked anything before? #mkr
572328882012962816,How did these girls on #MKR even pass the test to cook on this contest? #getitright
572328751775682560,Zebra undies #MKR chic in pink dress
572328684243185665,RT @HajiIshak1: RT @deaannnaa_:Katie and Nikki are frkn annoying stfu #MKR you're not even hot lol stop  RT:@.vid.http://t.co/cRzO2P219y
572328670657835008,Oh my lord... #blondemomentforthe #KillerBlondes @mykitchenrules #MKR
572328669428891648,"When her hands get sore, she finds another way to get the job done... #MKR"
572328640416911360,RT @Mr_Fanta_Pants: At least we know they're natural blondes #mkr
572328580455133184,these two take dumb blonde to a a new level #MKR #MKR2015
572328574323052544,RT @PatriceChienne: Everything is deconstructed. They're no good at erections then? #MKR
572328562893561857,#MKR has to be scripted. Meat girls serving cock who sprayed sorbet all over the kitchen? I've seen porn just like this...
572328553389244416,They are really proving they are dumb blondes #MKR
572328540890247168,"Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR"
572328492865486849,OMG I just knew they were dumb!!! No common sense or brains #MKR
572328454227685376,Will this tart be the deconstructing of the #sassy girls? @MKR_Official #MKR @TVWEEKmag
572328445947981825,Hahahahaha blonde moment! #mkr
572328381976453120,"That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.  #MKR"
572328376184152065,At least we know they're natural blondes #mkr
572328364377182208,#MKR the Sassy girls having a blonde moment!
572328354847694849,WHAT A DUMB BITCH #MKR
572328354281480192,Jesus how dumb can you get #mkr
572328280398802945,Anyone can be a promo girl love #LiterallyAnyone #MKR #MKR2015
572328280218472448,"Katie &amp; Nikki's next job will be playing ""people who stuff up simple tasks"" on Infomercials #MKR"
572328194482696192,There just horrible #lemontarts #MKR
572328124165197825,RT @prprau: #MKR Tart. Lol.
572328120822308864,RT @iamarkus: How is Katie be a model when she could feed the table with her right arm. #MKR #MKR2015
572328116598652929,"RT @mykitchenrules: Come on #Barbie, let's go party! #KillerBlondes #MKR"
572328088295456770,"Put a bra on Nikki, you dumb slut #MKR #MKR2015"
572328043164798977,"""Promo girls"" is just a euphemism for escort, right? Cos I'm seeing a theme tonight.  #MKR"
572327959517794304,@EloisePeace haha and that is all they are good at #mkr
572327942912548864,These girls need to go. Their vanity is making me ill. Very unattractive #mkr
572327929138450432,"We're being punked, right? They've actually never been in a kitchen before except to microwave their Veet. #MKR #KillerBlondes"
572327916861702145,RT @LisaStanbridge: Nikki's pouting is annoying me. I'm ready to wipe it off and kick her off the show! #MKR
572327692218941440,"RT @PatriceChienne: Deconstructed lemon tart, because we're too bloody lazy and incompetent to do it properly? #MKR"
572327680542167040,#MKR Tart. Lol.
572327665820049409,#meatgirls bamboozled by a can opener and the sorbet churner #promogirls for Danis direct #MKR
572327633830088704,RT @GohJarrod: Nikki has massive #armpitvaginas #mkr
572327612443336704,"RT @danhickey2199: #MKR #killerblondes fat arms, bad teeth and a MASSIVE arse what the hell is that Katie a promo girl/model of?"
572327609398272000,Everything is deconstructed. They're no good at erections then? #MKR
572327524878827520,More egos and arrogance than that pink room can handle in #MKR tonight.
572327502200221697,I carnt  see  the  pretty..... I think they quite ugly  ... promo making out they'll go    think it will be tony and lynne   #MKR
572327389415395328,"I scream ""WHAT A DUMB CUNT"" at the contestants on #MKR way too much for someone who just over-salted a cucumber."
572327366661292032,RT @SeaEph: Time to fuck up the tarts   #MKR
572327334423875584,"RT @PK_APOSTOLI: LoL - sausage, cock and end it with a tart! - best suited theme for these two #MKR"
572327287535759361,Nikki has massive #armpitvaginas #mkr
572327204064923648,Drasco u are not a chef just a wanka! One day your misses will ask her self what the fuck am i doing with this dick? #mkr
572327190123032578,@Mia_2781 do you think one of them looks like a small George Brandis? #MKR
572327152365903872,"""Crumble, curd and cream"" - a description of the girls' dessert but also their reaction to Collin's inevitable scathing review. #MKR"
572327127464345600,Over the duck lips #mkr
572327126487048192,That Emma chick from #MKR is a total #BumnyBoiler
572327102692737024,"RT @candycandyilove: And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR"
572326958643605504,RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr
572326761674887168,"And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR"
572326559903719426,RT @KymThompson: #mkr Spatchcockup ??
572326513443393536,"LoL - sausage, cock and end it with a tart! - best suited theme for these two #MKR"
572326496288653312,Better try harder blondes #MKR
572365561792868352,"RT @Gyutoki: Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. #MKR #MKR2015"
572365526959202304,RT @AnimeMae: I HATE THESE GIRLS SHUT UP AND STOP CALLING YOURSELVES PRETTY AND HOT #youredreaming #notevenpretty #MKR2015 #MKR
572365327234813954,I think Drasco just offered Colin an old fashioned wristy  #MKR
572365057113239552,#mkr the only thing funnier than an upside down ice cream maker insert?  When my brother's ex wife admitted to burning water.
572364747674292225,Girls claiming they're hot generally have an overinflated view of themselves! #mkr
572364514735226882,These girls are either hand or feet models #MKR
572363419002646529,Katie is all sASS   #MKR
572363367110717440,#MKR praying these two bloody bimbos will leave the comp in the next round
572362893489881088,With a bit of luck Nikki can do some promo work for a dentist and get some free whitening gel. #MKR
572362439259369473,"Big difference between Sassy and Trashy. Sorry girls, you couldn't even work a can opener. @mykitchenrules #mkr #mykitchenrules"
572362211395436544,"Already sick of hearing ""pretty"" #MKR #MKR2015"
572362119473070081,"These two need to be in the dictionary under ""Gen Y"" #mkr"
572361884235526145,Katie's eyebrows are still terrible BTW #MKR #MKR2015
572361378897399808,"Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. #MKR #MKR2015"
572360738213376001,"""Do you think the other teams are going to pick on the pretty girls tonight?""  Are there some other girls coming to dinner? #MKR"
572360341486612480,Who told these fucking girls they were hot #mkr #cuntofahead
572358728155979776,RT @PoshLopez: I wonder which of the blonde molls screwed Colin to get that score? Probably both. #mkr
572358309509902338,So Kat got a new decent hair cut then #MKR
572357570247057408,RT @GlobeAlone: I was sure they'd roll Lynn out like Violet Beauregarde #mkr http://t.co/CE3ohCaWrK
572357532137607168,RT @EmilyyLam: The highest score in history better be not be the blondes or Kat. #MKR #MKR2015
